0BSFd001	0BSFd002	0BSFd003	0BSFd004	0BSFd005	0BSFd006	0BSFd007	0BSFd008	0BSFd009	0BSFd010	0BSFd011	0BSFd012	0BSFd013	0BSFd014	0BSFd015	0BSFd016	0BSFd017	0BSFd018	0BSFd019	0BSFd020	0BSFd021	0BSFd022	0BSFd023	0BSFd024	0BSFd025
sq1485;size=76;	1	6	0	0	1	0	0	0	0	0	0	3	0	8	2	5	6	19	16	0	1	0	7	1	0
sq1486;size=76;	0	23	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1487;size=76;	0	6	2	0	0	0	0	0	11	0	0	0	0	0	0	4	0	1	0	0	0	47	0	5	0
sq1488;size=76;	0	2	42	0	0	0	0	0	1	0	0	21	0	0	2	2	0	3	0	0	0	3	0	0	0
sq1489;size=76;	0	0	2	0	0	0	0	0	0	0	0	13	4	0	0	8	0	0	0	37	0	0	0	12	0
sq1490;size=76;	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1491;size=76;	0	0	0	0	5	0	0	0	0	0	1	0	0	0	2	4	0	0	0	62	0	2	0	0	0
sq1492;size=75;	59	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	5	0	0
sq1493;size=75;	7	3	0	0	3	0	0	6	0	0	0	2	0	0	7	4	4	4	9	20	0	0	4	2	0
sq1494;size=75;	0	2	4	0	0	0	0	0	12	0	0	0	6	0	2	18	0	3	0	0	0	25	0	3	0
sq1495;size=75;	0	1	2	0	0	0	0	0	0	0	0	3	0	0	11	2	1	3	51	0	0	1	0	0	0
sq1496;size=75;	0	0	35	0	0	0	0	0	0	0	14	10	3	0	0	2	0	0	0	0	0	4	3	4	0
sq1497;size=75;	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	1	0	0	0
sq1498;size=75;	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	16	0	0	0
sq1499;size=75;	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	17	0	46	0
sq1500;size=74;	2	0	0	0	1	1	0	13	2	0	4	0	8	13	0	0	2	0	0	0	24	0	4	0	0
sq1501;size=74;	0	6	2	0	2	0	0	4	2	0	0	0	0	5	6	16	0	12	14	0	0	5	0	0	0
sq1502;size=74;	0	6	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1503;size=74;	0	3	0	0	3	0	0	0	0	0	0	4	15	2	2	13	0	3	17	0	1	1	0	10	0
sq1504;size=74;	0	3	0	0	7	0	0	0	0	0	0	0	0	30	9	0	7	11	0	0	0	0	4	3	0
sq1505;size=74;	0	0	35	0	0	0	0	0	0	0	0	18	0	0	0	4	0	0	0	0	0	2	0	15	0
sq1506;size=74;	0	0	12	0	0	0	0	0	1	0	0	2	2	0	0	4	0	0	0	37	0	11	0	5	0
sq1507;size=74;	0	0	6	0	0	0	0	0	0	0	0	2	15	0	0	15	0	0	0	0	0	25	0	11	0
sq1508;size=74;	0	0	3	0	0	0	0	0	2	0	0	3	12	0	6	9	0	4	16	0	0	10	0	9	0
sq1509;size=74;	0	0	3	0	4	0	0	0	0	0	0	2	5	3	5	18	8	3	19	1	1	2	0	0	0
sq1510;size=73;	7	1	3	0	5	0	0	10	3	0	0	4	0	7	4	3	13	5	1	0	2	0	5	0	0
sq1511;size=73;	5	0	2	0	2	0	0	0	2	0	0	3	0	12	7	4	5	17	2	0	0	6	5	1	0
sq1512;size=73;	5	7	7	0	1	0	0	0	10	0	36	1	0	0	0	0	0	1	0	0	0	0	0	5	0
sq1513;size=73;	3	10	2	0	0	0	0	20	5	0	9	1	4	0	0	0	0	0	0	0	17	0	2	0	0
sq1514;size=73;	3	0	0	0	0	0	0	4	0	0	45	0	0	3	1	0	0	0	0	0	0	0	17	0	0
sq1515;size=73;	0	8	44	0	0	0	0	0	9	0	0	1	0	0	7	0	0	0	0	0	0	0	0	4	0
sq1516;size=73;	0	3	1	0	0	0	0	0	10	0	0	2	5	0	6	11	3	21	4	2	0	2	0	3	0
sq1517;size=73;	0	0	6	0	0	0	0	0	1	0	0	2	9	0	27	2	0	7	9	0	0	0	10	0	0
sq1518;size=73;	0	0	1	0	0	0	0	0	3	0	0	0	0	0	3	46	1	0	1	0	0	18	0	0	0
sq1519;size=73;	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1520;size=72;	10	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	4	8	0
sq1521;size=72;	3	15	0	0	3	0	0	0	1	0	11	4	0	8	0	2	4	1	5	0	3	5	7	0	0
sq1522;size=72;	2	0	0	0	1	0	0	6	0	0	30	0	0	16	1	0	0	0	0	0	11	0	5	0	0
sq1523;size=72;	1	0	0	0	5	0	0	0	2	0	0	2	0	6	1	4	8	20	23	0	0	0	0	0	0
sq1524;size=72;	0	1	6	0	0	0	0	0	15	0	0	0	0	0	0	42	0	0	0	0	0	0	0	8	0
sq1525;size=72;	0	0	25	0	0	0	0	0	4	0	0	3	10	0	1	7	0	0	0	14	0	0	0	8	0
sq1526;size=72;	0	0	1	0	0	62	0	0	1	0	0	0	0	0	1	1	3	2	0	0	1	0	0	0	0
sq1527;size=72;	0	0	0	0	0	0	0	21	13	0	0	3	0	7	2	2	3	7	0	0	0	0	11	3	0
sq1528;size=72;	0	0	0	0	0	0	0	0	0	0	0	4	13	0	0	7	0	0	2	0	0	5	0	41	0
sq1529;size=71;	1	5	0	0	3	0	0	22	2	0	0	0	1	0	4	2	8	6	17	0	0	0	0	0	0
sq1530;size=71;	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	14	0
sq1531;size=71;	0	0	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	44	0	14	0
sq1532;size=71;	0	0	2	0	0	0	0	0	3	0	0	0	0	0	2	0	2	0	4	58	0	0	0	0	0
sq1533;size=71;	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
sq1534;size=70;	7	3	1	0	15	0	0	5	3	0	0	4	0	1	2	0	3	8	14	0	0	0	0	4	0
sq1535;size=70;	1	0	0	0	6	0	0	7	11	0	1	10	1	0	3	0	6	0	5	0	0	0	17	2	0
sq1536;size=70;	1	0	0	0	2	0	0	0	7	0	0	0	0	3	1	3	16	0	3	0	24	0	10	0	0
sq1537;size=70;	1	0	0	0	4	0	0	4	8	9	0	0	1	0	2	18	0	0	12	0	9	1	0	1	0
sq1538;size=70;	0	4	1	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
sq1539;size=70;	0	2	4	0	0	0	0	0	1	0	0	1	0	0	61	0	0	0	0	0	0	0	1	0	0
sq1540;size=70;	0	0	6	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	19	0	0	2	25	0
sq1541;size=70;	0	0	3	0	1	0	0	1	3	0	0	3	0	0	8	2	16	18	7	0	6	0	2	0	0
sq1542;size=70;	0	0	1	0	3	0	15	1	6	0	0	2	0	0	1	10	0	0	5	22	0	3	0	1	0
sq1543;size=70;	0	0	0	0	2	0	0	0	4	0	0	0	0	0	10	12	9	12	19	0	0	0	0	2	0
sq1544;size=70;	0	0	0	0	2	0	0	0	1	0	0	0	20	0	0	1	2	3	8	31	0	2	0	0	0
sq1545;size=70;	0	0	0	0	0	0	0	9	2	0	15	5	0	0	2	0	4	3	0	0	5	0	21	4	0
sq1546;size=70;	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	35	0	8	0
sq1547;size=69;	4	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	28	21	4	0	0	0	0	0	0
sq1548;size=69;	1	0	1	0	0	0	0	0	21	0	0	18	0	0	3	8	0	0	0	0	6	0	7	4	0
sq1549;size=69;	0	10	16	0	0	0	0	0	3	0	0	3	0	0	6	6	2	12	3	0	0	1	4	3	0
sq1550;size=69;	0	2	0	0	3	0	0	0	1	0	0	0	1	0	4	19	0	11	18	0	0	0	7	3	0
sq1551;size=69;	0	2	5	0	0	0	0	0	9	0	10	7	9	0	5	3	0	5	0	0	0	0	5	9	0
sq1552;size=69;	0	2	2	0	0	0	0	0	6	0	0	0	0	0	0	37	0	0	0	0	0	22	0	0	0
sq1553;size=69;	0	0	1	0	3	0	0	0	8	0	0	0	0	0	1	43	0	4	9	0	0	0	0	0	0
sq1554;size=69;	0	0	0	0	4	0	0	14	3	0	0	0	0	1	0	0	30	0	0	0	12	0	5	0	0
sq1555;size=69;	0	0	0	0	0	8	0	0	0	0	0	33	1	0	0	0	0	0	0	0	0	5	0	22	0
sq1556;size=69;	0	0	0	0	0	0	0	12	0	0	37	0	0	20	0	0	0	0	0	0	0	0	0	0	0
sq1557;size=69;	0	0	0	0	0	0	0	0	7	0	0	4	28	2	1	8	0	4	10	0	0	5	0	0	0
sq1558;size=68;	12	6	0	0	0	0	0	0	4	0	0	2	3	0	13	9	2	4	0	0	0	3	4	6	0
sq1559;size=68;	5	0	14	0	4	9	0	1	1	0	0	0	0	9	2	1	5	8	7	0	2	0	0	0	0
sq1560;size=68;	2	0	0	0	0	0	0	12	0	0	0	0	0	15	1	0	2	1	0	0	14	1	20	0	0
sq1561;size=68;	2	0	0	3	0	2	0	2	17	0	8	5	0	1	1	15	1	1	0	0	5	3	1	0	1
sq1562;size=68;	1	14	12	0	3	0	0	0	23	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1563;size=68;	1	0	1	0	6	0	0	2	4	0	2	0	0	0	8	10	2	23	6	0	0	0	0	3	0
sq1564;size=68;	0	3	0	0	5	0	0	0	0	0	0	4	0	5	2	8	16	1	8	0	2	14	0	0	0
sq1565;size=68;	0	3	10	0	5	1	0	0	0	0	0	1	4	0	0	2	0	0	0	0	4	23	4	11	0
sq1566;size=68;	0	1	0	0	0	0	0	0	4	0	0	1	0	0	0	62	0	0	0	0	0	0	0	0	0
sq1567;size=68;	0	1	0	0	0	0	0	0	0	0	0	0	0	0	65	2	0	0	0	0	0	0	0	0	0
sq1568;size=68;	0	0	16	0	0	0	0	0	13	0	0	13	0	0	1	4	0	2	0	0	0	0	0	19	0
sq1569;size=68;	0	0	0	0	0	0	0	0	15	0	0	17	0	1	23	1	0	3	1	0	0	0	0	7	0
sq1570;size=68;	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	27	0	10	0
sq1571;size=67;	27	18	5	0	1	0	0	0	8	0	0	3	0	0	0	3	0	2	0	0	0	0	0	0	0
sq1572;size=67;	4	14	3	0	0	0	0	5	4	0	0	0	0	0	2	10	0	3	1	12	2	3	3	1	0
sq1573;size=67;	2	0	5	0	0	0	0	0	10	0	0	5	0	0	0	11	0	0	3	11	1	0	4	15	0
sq1574;size=67;	1	5	4	0	0	0	0	0	6	0	8	0	7	0	28	2	0	0	6	0	0	0	0	0	0
sq1575;size=67;	0	5	11	0	11	0	0	0	11	0	0	2	2	2	0	11	0	8	3	0	0	0	0	1	0
sq1576;size=67;	0	2	0	0	2	0	0	0	13	0	0	1	4	0	1	20	0	1	13	0	0	7	0	3	0
sq1577;size=67;	0	0	4	1	6	6	2	4	8	4	4	5	0	2	0	3	0	3	5	0	2	0	1	6	1
sq1578;size=67;	0	0	0	0	3	0	0	0	0	0	12	0	19	33	0	0	0	0	0	0	0	0	0	0	0
sq1579;size=67;	0	0	0	0	0	29	0	6	5	0	0	0	20	0	0	0	0	0	0	0	0	0	0	7	0
sq1580;size=67;	0	0	0	0	0	0	0	21	1	0	5	0	0	8	0	0	3	0	0	0	23	4	2	0	0
sq1581;size=67;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	17	0	2	0	0	0	44	0	0	0
sq1582;size=66;	52	0	4	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	2	0	0	0	2	0	0
sq1583;size=66;	8	0	0	0	13	0	0	0	0	0	5	0	0	1	1	0	0	1	0	0	0	4	33	0	0
sq1584;size=66;	8	3	2	0	4	0	0	0	9	0	9	3	0	0	3	0	3	18	0	0	0	0	2	2	0
sq1585;size=66;	6	13	0	0	0	0	0	0	4	0	0	36	0	0	0	0	0	0	0	0	0	0	0	7	0
sq1586;size=66;	0	4	16	0	12	0	0	0	6	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0
sq1587;size=66;	0	4	0	0	1	0	0	0	0	0	4	1	23	0	2	7	0	1	18	0	0	5	0	0	0
sq1588;size=66;	0	2	0	0	0	0	0	0	17	0	6	15	0	0	22	0	0	1	3	0	0	0	0	0	0
sq1589;size=66;	0	2	0	0	3	0	0	2	10	0	2	0	0	0	6	5	1	9	0	0	18	8	0	0	0
sq1590;size=66;	0	0	28	0	0	0	0	0	8	0	0	6	0	0	1	0	0	0	0	0	20	0	0	3	0
sq1591;size=66;	0	0	16	0	0	0	0	0	0	0	0	3	12	0	0	8	0	0	0	0	0	22	0	5	0
sq1592;size=66;	0	0	3	0	0	0	0	0	0	34	0	0	0	0	0	28	0	1	0	0	0	0	0	0	0
sq1593;size=66;	0	0	0	0	5	0	0	0	14	0	0	0	0	0	1	0	0	8	14	0	24	0	0	0	0
sq1594;size=66;	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1595;size=66;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	54	0
sq1596;size=65;	4	6	4	0	0	0	0	0	11	0	0	0	5	3	2	1	0	0	6	0	3	0	9	11	0
sq1597;size=65;	4	0	0	0	3	0	0	9	2	0	0	1	0	0	5	0	20	9	4	0	3	0	3	2	0
sq1598;size=65;	4	2	0	0	9	0	0	14	0	0	1	0	0	11	2	4	5	3	0	0	4	0	6	0	0
sq1599;size=65;	3	0	0	0	1	0	0	16	8	0	8	2	0	2	5	0	4	1	0	0	10	0	3	2	0
sq1600;size=65;	2	0	0	0	0	0	0	0	2	0	0	5	0	11	5	1	10	15	10	0	0	3	0	1	0
sq1601;size=65;	1	11	20	0	0	0	0	0	0	0	28	2	0	0	0	0	0	0	0	0	0	0	2	1	0
sq1602;size=65;	0	5	2	0	7	0	0	0	13	0	0	0	0	0	3	3	0	3	6	0	0	15	0	8	0
sq1603;size=65;	0	5	0	0	3	0	0	0	9	0	0	0	0	0	2	42	0	2	0	0	0	0	2	0	0
sq1604;size=65;	0	0	0	0	0	0	0	0	2	0	17	11	6	1	2	6	0	3	0	1	11	0	4	1	0
sq1605;size=65;	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	13	0	0	5	0	0	24	0	16	0
sq1606;size=65;	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	23	0	5	21	0	0	9	0	1	0
sq1607;size=64;	59	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1608;size=64;	0	2	0	0	0	0	0	0	13	0	4	2	4	10	7	0	9	2	7	0	3	0	1	0	0
sq1609;size=64;	0	2	6	0	5	0	0	2	0	0	0	0	0	0	4	1	9	8	5	0	17	0	0	5	0
sq1610;size=64;	0	0	2	0	0	0	0	0	2	0	0	36	0	0	0	0	0	0	0	0	0	0	0	24	0
sq1611;size=64;	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	14	0	0	48	0	0	0	1	0	0
sq1612;size=64;	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1613;size=63;	5	0	16	0	0	0	0	0	14	0	0	19	0	0	0	0	0	0	0	0	0	0	5	4	0
sq1614;size=63;	1	5	5	0	2	0	0	9	8	0	0	6	0	1	8	4	0	0	1	0	5	1	4	3	0
sq1615;size=63;	1	3	0	0	3	17	0	0	3	0	0	0	0	0	4	13	2	2	11	0	0	0	4	0	0
sq1616;size=63;	0	2	0	0	4	0	0	0	23	0	0	0	0	0	0	32	0	0	2	0	0	0	0	0	0
sq1617;size=63;	0	2	0	0	0	0	0	4	6	0	0	0	0	0	4	1	6	30	6	0	0	3	1	0	0
sq1618;size=63;	0	2	0	0	0	0	0	0	2	11	0	2	0	4	1	15	0	13	0	0	0	13	0	0	0
sq1619;size=63;	0	0	1	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1620;size=63;	0	0	0	0	3	0	0	0	0	0	47	1	0	2	3	0	3	3	0	0	0	0	1	0	0
sq1621;size=63;	0	0	0	0	0	0	0	0	0	0	0	0	0	16	6	0	0	4	20	0	0	14	0	3	0
sq1622;size=62;	0	3	0	0	7	0	0	0	21	0	0	6	0	0	2	5	0	5	0	0	0	0	11	2	0
sq1623;size=62;	0	2	14	0	0	0	0	0	7	0	0	18	5	0	10	1	0	5	0	0	0	0	0	0	0
sq1624;size=62;	0	0	9	0	0	2	0	0	0	0	0	4	10	0	0	11	0	0	0	0	0	15	0	11	0
sq1625;size=62;	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1626;size=62;	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	5	0
sq1627;size=61;	4	0	0	0	3	0	0	29	0	0	6	0	5	5	0	0	2	0	0	0	0	0	7	0	0
sq1628;size=61;	1	0	0	0	0	0	0	0	0	0	0	0	11	0	1	0	0	0	0	0	0	22	2	24	0
sq1629;size=61;	1	0	0	0	1	0	0	3	1	16	4	1	1	3	7	1	6	10	0	0	6	0	0	0	0
sq1630;size=61;	0	5	30	0	0	0	0	0	16	0	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0
sq1631;size=61;	0	0	0	0	0	0	0	5	0	0	0	2	0	12	4	6	17	8	7	0	0	0	0	0	0
sq1632;size=61;	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	0	2	6	0	0	2	0	38	2
sq1633;size=61;	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	41	0	17	0
sq1634;size=61;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	2	0	0	52	0	0	0
sq1635;size=60;	7	2	4	0	7	0	0	7	5	0	0	3	0	1	2	0	0	0	0	0	8	1	13	0	0
sq1636;size=60;	3	0	3	0	4	0	0	4	4	0	0	0	0	5	1	0	5	4	0	0	17	1	9	0	0
sq1637;size=60;	2	0	0	0	2	0	0	3	11	0	1	2	5	3	1	16	0	0	0	1	0	2	2	9	0
sq1638;size=60;	0	4	1	0	2	0	0	5	1	0	0	3	5	1	0	5	0	5	2	0	0	3	19	4	0
sq1639;size=60;	0	4	14	0	0	0	0	0	2	0	0	2	9	0	11	6	0	1	0	0	0	3	0	8	0
sq1640;size=60;	0	2	14	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	2	0	0	23	0	12	0
sq1641;size=59;	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	18	24	0	1	0	0	0	0
sq1642;size=59;	2	0	0	0	10	0	0	12	7	0	0	0	4	0	3	7	0	3	9	0	0	0	0	2	0
sq1643;size=59;	0	1	0	0	2	0	0	6	18	0	0	0	0	11	2	0	2	6	3	0	7	0	0	1	0
sq1644;size=59;	0	0	6	0	7	0	0	0	0	0	0	0	0	10	0	0	6	22	6	0	0	0	2	0	0
sq1645;size=59;	0	0	3	0	0	0	0	1	4	1	0	0	24	0	2	16	0	0	6	0	0	2	0	0	0
sq1646;size=59;	0	0	1	0	0	0	0	0	2	0	0	0	42	0	0	4	0	0	0	0	0	0	0	10	0
sq1647;size=59;	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	56	0	0	0
sq1648;size=58;	2	6	0	0	7	0	0	0	4	0	0	2	0	7	14	1	6	1	5	0	0	0	2	1	0
sq1649;size=58;	0	6	0	0	1	0	0	0	1	0	0	5	0	0	0	19	0	2	21	0	0	3	0	0	0
sq1650;size=58;	0	5	0	0	0	0	0	0	11	0	0	7	0	0	1	17	0	4	7	0	0	6	0	0	0
sq1651;size=58;	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	8	0	0	0	30	0	7	0
sq1652;size=58;	0	3	29	0	0	0	0	0	8	0	0	8	6	0	0	0	0	1	0	0	0	0	0	3	0
sq1653;size=58;	0	2	2	1	2	0	0	2	5	4	1	4	12	3	2	0	3	0	1	11	2	0	0	1	0
sq1654;size=58;	0	1	0	0	0	0	0	0	0	0	0	2	7	0	2	18	0	0	0	0	0	19	0	9	0
sq1655;size=58;	0	0	27	0	0	0	0	0	0	0	0	10	0	0	0	2	0	0	6	0	0	0	0	13	0
sq1656;size=58;	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	16	0	2	21	0	0	3	0	6	0
sq1657;size=58;	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	21	0	25	0
sq1658;size=58;	0	0	0	0	0	0	0	13	4	0	0	0	0	0	0	0	0	0	0	0	14	1	26	0	0
sq1659;size=58;	0	0	0	0	0	0	0	4	5	0	2	0	3	0	0	0	0	0	0	3	25	9	0	7	0
sq1660;size=58;	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1661;size=57;	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1662;size=57;	13	0	0	0	0	0	0	17	0	0	0	0	0	10	0	3	2	0	8	0	3	0	1	0	0
sq1663;size=57;	5	0	0	0	7	0	0	0	4	0	0	0	0	1	0	0	16	1	0	0	0	0	23	0	0
sq1664;size=57;	4	8	9	0	5	0	0	0	0	0	0	6	0	0	0	9	0	6	0	0	0	3	0	7	0
sq1665;size=57;	3	0	0	0	0	0	0	0	5	0	18	0	0	0	4	2	0	2	6	0	0	0	1	16	0
sq1666;size=57;	2	0	0	0	4	0	0	0	0	0	8	2	0	0	1	18	0	0	16	0	0	5	1	0	0
sq1667;size=57;	1	0	4	0	3	0	0	0	8	0	0	1	1	5	2	7	5	6	7	0	2	0	3	2	0
sq1668;size=57;	0	0	13	0	1	0	0	5	0	0	0	0	0	13	15	0	0	5	5	0	0	0	0	0	0
sq1669;size=57;	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1670;size=57;	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1671;size=57;	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	17	0	5	4	25	0	0	0	4	0
sq1672;size=57;	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	20	9	3	0	0	0	14	8	0
sq1673;size=57;	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	25	0	10	0
sq1674;size=56;	50	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1675;size=56;	42	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	4	0	0	5	0	0	0	0
sq1676;size=56;	9	21	1	0	9	0	0	0	3	0	0	1	0	0	2	0	0	2	0	0	0	8	0	0	0
sq1677;size=56;	1	6	3	0	3	4	1	2	0	7	4	0	1	3	3	0	6	3	2	1	0	2	1	3	0
sq1678;size=56;	0	5	9	0	0	0	0	0	11	0	0	20	0	0	0	0	0	0	0	0	0	0	0	11	0
sq1679;size=56;	0	2	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	13	0	2	0
sq1680;size=56;	0	2	1	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	4	0	0	2	0	20	0
sq1681;size=56;	0	0	11	0	0	0	0	0	13	0	0	9	0	0	0	14	0	0	4	0	0	0	0	5	0
sq1682;size=56;	0	0	1	0	0	0	0	0	5	0	0	0	11	0	0	14	0	0	5	0	0	10	0	10	0
sq1683;size=56;	0	0	0	0	0	0	0	23	7	0	0	1	0	0	6	0	19	0	0	0	0	0	0	0	0
sq1684;size=56;	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	5	0	0	0	0	0	0	8	30	0
sq1685;size=56;	0	0	0	0	0	0	0	0	0	0	0	5	11	0	0	0	0	0	0	0	0	29	0	11	0
sq1686;size=56;	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	9	0	44	0
sq1687;size=56;	0	0	0	0	0	0	0	0	0	0	0	3	26	0	0	0	0	0	0	0	0	0	0	27	0
sq1688;size=55;	8	7	6	0	0	0	0	0	13	0	0	2	0	0	0	0	0	3	7	0	2	1	2	4	0
sq1689;size=55;	3	4	0	0	11	0	0	0	11	0	0	0	0	0	2	18	0	0	0	0	3	1	2	0	0
sq1690;size=55;	2	0	0	0	0	29	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	23	0
sq1691;size=55;	1	2	3	0	25	0	0	0	1	0	4	1	0	0	0	1	0	1	12	0	2	2	0	0	0
sq1692;size=55;	0	21	13	0	0	0	0	0	8	0	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0
sq1693;size=55;	0	3	3	0	4	0	0	0	3	0	0	2	12	0	0	3	0	2	18	0	0	3	0	2	0
sq1694;size=55;	0	3	21	0	0	1	0	0	0	0	0	12	6	0	0	0	0	0	0	0	0	0	0	12	0
sq1695;size=55;	0	2	10	0	0	0	0	0	6	0	0	2	0	0	0	11	0	2	15	0	0	4	0	3	0
sq1696;size=55;	0	0	26	0	0	0	0	0	0	0	0	21	0	0	5	0	0	0	1	0	0	0	0	2	0
sq1697;size=55;	0	0	22	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
sq1698;size=55;	0	0	19	0	0	0	0	0	6	0	0	5	0	0	0	15	0	0	2	0	0	8	0	0	0
sq1699;size=55;	0	0	8	0	0	0	0	0	9	0	0	3	16	0	0	11	0	1	1	0	0	6	0	0	0
sq1700;size=55;	0	0	0	0	7	0	0	0	2	0	0	2	1	4	24	1	0	5	0	0	0	0	0	9	0
sq1701;size=55;	0	0	0	0	3	0	0	0	6	4	0	0	0	0	1	17	0	6	7	0	0	0	7	4	0
sq1702;size=55;	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
sq1703;size=54;	17	9	0	0	0	0	0	0	0	0	10	7	0	0	0	0	0	2	0	0	0	4	0	5	0
sq1704;size=54;	13	0	0	0	0	0	0	0	5	0	0	0	0	0	7	4	2	5	18	0	0	0	0	0	0
sq1705;size=54;	3	0	0	0	0	0	0	0	32	0	0	10	0	0	0	0	0	6	3	0	0	0	0	0	0
sq1706;size=54;	3	7	14	0	5	0	0	0	2	0	0	3	0	0	2	0	0	7	0	0	0	0	6	5	0
sq1707;size=54;	2	0	0	0	0	0	0	2	0	0	36	0	1	1	0	2	0	0	0	0	6	0	2	2	0
sq1708;size=54;	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	4	0	2	0	43	0	0	0	0	0
sq1709;size=54;	1	0	0	0	0	28	0	0	10	0	7	0	0	0	1	2	3	1	1	0	0	0	0	0	0
sq1710;size=54;	1	2	0	0	1	0	0	0	1	0	0	1	0	0	2	2	0	11	21	0	0	0	1	11	0
sq1711;size=54;	0	5	0	0	0	1	0	0	0	0	0	0	35	0	0	0	0	0	5	0	0	6	0	2	0
sq1712;size=54;	0	0	4	0	0	0	0	0	5	0	0	1	0	8	13	0	9	5	1	0	8	0	0	0	0
sq1713;size=54;	0	0	2	0	0	0	0	8	0	0	0	0	0	8	2	6	4	8	4	0	2	6	1	3	0
sq1714;size=54;	0	0	0	0	1	0	0	0	3	0	7	7	3	1	7	2	10	10	0	0	0	0	0	3	0
