0BSFd001	0BSFd002	0BSFd003	0BSFd004	0BSFd005	0BSFd006	0BSFd007	0BSFd008	0BSFd009	0BSFd010	0BSFd011	0BSFd012	0BSFd013	0BSFd014	0BSFd015	0BSFd016	0BSFd017	0BSFd018	0BSFd019	0BSFd020	0BSFd021	0BSFd022	0BSFd023	0BSFd024	0BSFd025
sq1982;size=36;	0	2	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	3	4	0	22	0	0	0	0
sq1983;size=36;	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	21	0	8	0
sq1984;size=36;	0	1	0	0	0	0	0	0	6	0	0	16	0	0	2	5	0	4	0	0	0	0	0	2	0
sq1985;size=36;	0	1	9	0	1	0	0	0	0	0	0	8	1	0	0	1	0	0	0	0	0	14	0	1	0
sq1986;size=36;	0	0	12	0	0	0	0	0	0	0	0	2	1	0	0	20	0	0	0	0	0	1	0	0	0
sq1987;size=36;	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	28	0	4	0	0	0	0	0	0	0
sq1988;size=36;	0	0	0	0	6	0	0	0	6	0	0	0	0	2	12	6	0	0	4	0	0	0	0	0	0
sq1989;size=36;	0	0	0	0	0	0	0	15	0	0	0	4	0	0	0	1	9	6	1	0	0	0	0	0	0
sq1990;size=36;	0	0	0	0	0	0	0	14	8	0	0	1	0	0	1	0	0	1	0	0	4	1	1	5	0
sq1991;size=36;	0	0	0	0	0	0	0	0	23	0	5	0	8	0	0	0	0	0	0	0	0	0	0	0	0
sq1992;size=36;	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0	21	1	0	0	0	0	1	0	0
sq1993;size=35;	10	3	3	0	2	0	0	0	9	0	0	3	0	1	0	0	2	0	0	0	0	0	0	2	0
sq1994;size=35;	8	3	0	0	1	0	0	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	10	1	0
sq1995;size=35;	5	3	3	0	2	0	0	4	0	0	0	2	0	0	3	1	7	2	0	0	0	0	3	0	0
sq1996;size=35;	5	3	0	0	1	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	8	4	0
sq1997;size=35;	0	3	5	0	0	0	1	0	2	0	0	10	0	0	1	0	0	0	0	0	0	0	0	13	0
sq1998;size=35;	0	0	16	0	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	5	1	2	0
sq1999;size=35;	0	0	1	0	0	0	0	0	0	0	2	0	0	0	3	1	0	0	23	0	0	3	0	2	0
sq2000;size=35;	0	0	0	0	3	0	0	5	0	0	10	0	0	8	0	0	2	0	0	0	5	0	2	0	0
sq2001;size=35;	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	6	0	0	21	0	0	0	0	0	0
sq2002;size=35;	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	4	0	0	0	0	13	11	0	0	0
sq2003;size=35;	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	26	0	0	1	0	0	7	0	0	0
sq2004;size=35;	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
sq2005;size=35;	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	2	3	10	7	0	1	5	0
sq2006;size=35;	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	4	0	5	0
sq2007;size=35;	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	26	0
sq2008;size=35;	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	4	1	15	8	0	0	0	0	0	0
sq2009;size=34;	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2010;size=34;	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	10	0	0	0	0	0	0	0
sq2011;size=34;	4	3	0	0	2	0	0	1	0	0	0	2	0	4	2	0	2	1	0	0	8	0	5	0	0
sq2012;size=34;	4	0	0	0	3	0	0	0	0	0	0	0	3	4	0	0	7	2	7	0	0	0	4	0	0
sq2013;size=34;	2	4	0	0	5	0	0	1	2	0	0	0	0	1	2	1	4	2	2	0	0	0	5	3	0
sq2014;size=34;	2	1	0	0	5	1	0	0	1	0	2	0	0	1	3	0	0	9	7	0	0	2	0	0	0
sq2015;size=34;	2	1	0	0	3	0	0	0	0	0	0	0	0	0	2	16	0	1	2	0	4	0	0	3	0
sq2016;size=34;	1	0	2	0	0	0	0	8	3	0	0	8	0	7	2	0	0	0	2	0	0	0	1	0	0
sq2017;size=34;	0	0	14	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	9	0	0	0
sq2018;size=34;	0	0	4	0	0	0	0	0	0	0	3	0	12	0	0	0	0	0	0	0	0	14	0	1	0
sq2019;size=34;	0	0	1	0	0	0	0	1	6	2	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
sq2020;size=34;	0	0	0	0	1	24	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	1	1	0
sq2021;size=34;	0	0	0	0	0	0	0	8	7	0	1	0	0	0	5	3	4	0	2	0	0	4	0	0	0
sq2022;size=34;	0	0	0	0	0	0	0	6	1	0	0	3	0	0	4	0	9	5	0	0	0	6	0	0	0
sq2023;size=34;	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	2	0	22	0
sq2024;size=34;	0	0	0	0	0	0	0	0	0	0	0	0	0	19	1	1	5	3	5	0	0	0	0	0	0
sq2025;size=34;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	1	5	15	0	0	0	1	3	0
sq2026;size=34;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0
sq2027;size=33;	30	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
sq2028;size=33;	8	2	0	0	6	0	0	0	4	0	0	2	0	0	1	0	0	0	1	0	0	0	7	2	0
sq2029;size=33;	5	0	3	0	0	0	0	0	0	0	0	2	14	0	0	0	0	0	0	0	0	3	6	0	0
sq2030;size=33;	3	0	0	0	16	0	0	0	3	0	0	0	0	0	0	0	0	4	4	0	0	0	1	2	0
sq2031;size=33;	3	3	4	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0	12	0	0	0	0	0	0
sq2032;size=33;	2	6	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
sq2033;size=33;	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	11	6	0	0	0	0	2	0
sq2034;size=33;	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	12	0	3	6	0	0	9	0	0	0
sq2035;size=33;	0	0	14	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	4	0	3	0
sq2036;size=33;	0	0	9	0	0	0	0	0	0	0	0	13	0	0	0	2	0	0	0	0	2	0	1	6	0
sq2037;size=33;	0	0	1	0	0	0	0	0	0	0	0	0	0	3	4	0	17	3	5	0	0	0	0	0	0
sq2038;size=33;	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	20	0	1	0
sq2039;size=33;	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	8	0	3	12	0	0	0	0	5	0
sq2040;size=33;	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	1	7	4	15	0	0	0	0	0	0
sq2041;size=33;	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	13	0
sq2042;size=33;	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	6	0	0	7	0	0	10	0	2	0
sq2043;size=33;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	2	0	0
sq2044;size=32;	6	0	0	0	0	0	0	0	0	0	0	0	10	2	3	1	5	2	0	0	0	0	0	3	0
sq2045;size=32;	5	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	7	1	0	0	0	3	0	0
sq2046;size=32;	2	0	4	0	0	0	0	0	7	0	0	0	8	0	0	2	0	0	0	0	0	8	0	1	0
sq2047;size=32;	1	2	0	0	0	0	0	0	8	0	3	0	0	0	3	0	0	4	1	0	0	9	1	0	0
sq2048;size=32;	1	0	0	0	0	0	0	0	0	0	2	0	0	8	0	1	13	3	4	0	0	0	0	0	0
sq2049;size=32;	1	2	0	0	0	0	0	0	3	0	0	0	0	0	2	0	4	7	13	0	0	0	0	0	0
sq2050;size=32;	0	5	4	0	0	0	0	0	0	0	0	0	7	0	0	0	0	3	13	0	0	0	0	0	0
sq2051;size=32;	0	4	0	0	0	0	0	0	5	0	0	3	0	0	1	12	0	2	0	0	0	5	0	0	0
sq2052;size=32;	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	4	0	3	11	0	2	3	1	1	0
sq2053;size=32;	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	16	0	6	0
sq2054;size=32;	0	0	0	0	2	0	0	2	0	0	20	0	0	3	0	0	0	0	0	0	0	0	5	0	0
sq2055;size=32;	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	5	0	0	6	0	0	13	0	0	0
sq2056;size=32;	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2057;size=32;	0	0	0	0	0	0	0	0	0	0	3	0	0	23	0	0	2	0	0	0	0	0	4	0	0
sq2058;size=32;	0	0	0	0	0	0	0	0	0	0	0	23	0	0	2	5	0	0	0	0	0	0	0	2	0
sq2059;size=32;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	24	0	0	0	0	0	0
sq2060;size=31;	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	18	0	0	0	0	2	0
sq2061;size=31;	2	0	0	0	0	0	0	0	0	0	0	4	0	2	10	2	0	9	2	0	0	0	0	0	0
sq2062;size=31;	1	0	0	0	0	0	0	17	0	0	0	0	0	7	0	0	4	1	0	0	1	0	0	0	0
sq2063;size=31;	0	5	1	0	0	0	0	1	3	0	0	0	0	0	4	7	0	8	0	0	0	1	0	1	0
sq2064;size=31;	0	3	8	0	0	0	0	0	3	0	0	4	0	0	0	8	0	0	5	0	0	0	0	0	0
sq2065;size=31;	0	2	0	0	0	0	0	0	5	2	0	3	2	2	4	0	1	0	0	0	0	0	0	10	0
sq2066;size=31;	0	1	1	0	0	0	0	0	7	0	0	1	5	0	5	2	0	0	0	0	0	0	2	7	0
sq2067;size=31;	0	0	21	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	3	0
sq2068;size=31;	0	0	2	0	2	0	0	0	4	0	0	0	0	0	5	0	3	14	0	0	0	0	0	1	0
sq2069;size=31;	0	0	2	0	5	0	0	0	0	0	0	1	0	0	0	14	0	3	1	0	0	5	0	0	0
sq2070;size=31;	0	0	0	0	0	0	0	0	8	0	0	0	0	0	9	14	0	0	0	0	0	0	0	0	0
sq2071;size=31;	0	0	0	0	0	0	0	0	1	0	0	5	20	0	0	0	0	0	0	0	0	0	0	5	0
sq2072;size=31;	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	4	0	0	0	0	1	2	0	0	0
sq2073;size=31;	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	6	17	0	0	1	0	0	0
sq2074;size=31;	0	0	0	0	0	0	0	0	0	0	0	1	21	0	0	0	0	0	0	0	0	3	0	6	0
sq2075;size=31;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	6	2	5	0	0	0	0	2	0
sq2076;size=31;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	13	0	15	0
sq2077;size=30;	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2078;size=30;	3	0	0	0	4	0	0	0	0	0	0	0	3	2	10	0	0	2	0	0	5	0	0	1	0
sq2079;size=30;	3	0	0	0	1	0	0	12	0	0	0	2	0	2	0	0	0	4	0	0	2	0	4	0	0
sq2080;size=30;	0	3	0	0	0	0	0	0	0	0	0	1	0	12	3	2	3	4	2	0	0	0	0	0	0
sq2081;size=30;	0	3	0	0	0	0	0	0	10	0	0	0	0	0	2	11	0	0	1	0	0	3	0	0	0
sq2082;size=30;	0	0	14	0	0	5	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	5	0	2	0
sq2083;size=30;	0	0	12	0	0	0	0	0	0	0	0	6	0	0	5	0	0	0	0	0	3	0	0	4	0
sq2084;size=30;	0	0	4	0	1	0	0	6	10	0	0	2	0	0	0	0	0	0	0	0	0	1	4	2	0
sq2085;size=30;	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	20	0	7	0
sq2086;size=30;	0	0	1	0	0	0	0	0	0	0	0	0	15	0	0	1	0	0	0	0	0	9	0	4	0
sq2087;size=30;	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	3	3	19	0	0	0	0	0	0
sq2088;size=30;	0	0	0	0	0	0	0	0	0	21	0	3	0	0	0	1	0	0	2	0	0	3	0	0	0
sq2089;size=30;	0	0	0	0	0	0	0	0	0	0	0	8	0	0	2	2	0	0	0	0	0	0	0	18	0
sq2090;size=29;	3	6	0	0	5	0	0	1	3	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0
sq2091;size=29;	3	2	0	0	9	0	0	0	7	0	0	2	0	0	1	0	2	2	0	0	0	0	1	0	0
sq2092;size=29;	0	6	0	0	9	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0
sq2093;size=29;	0	2	0	1	0	1	2	1	0	4	3	2	0	5	3	0	1	0	0	3	0	1	0	0	0
sq2094;size=29;	0	0	16	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	8	0
sq2095;size=29;	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	7	0
sq2096;size=29;	0	0	6	0	0	0	0	0	11	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0
sq2097;size=29;	0	0	5	0	0	0	0	0	11	0	0	0	0	0	2	11	0	0	0	0	0	0	0	0	0
sq2098;size=29;	0	0	3	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	4	0	4	0
sq2099;size=29;	0	0	2	0	0	0	0	0	3	4	0	1	0	0	0	0	0	11	6	0	2	0	0	0	0
sq2100;size=29;	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	0	2	9	0	0	0	0	3	0
sq2101;size=29;	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	11	0	0	0	0
sq2102;size=29;	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	12	0	5	2	0	0	0	0	2	0
sq2103;size=29;	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2104;size=29;	0	0	0	0	0	0	0	0	0	3	3	2	0	1	3	11	0	0	2	0	0	1	0	3	0
sq2105;size=29;	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2106;size=29;	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	14	0	0	0	1	0	0	1	0
sq2107;size=29;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	7	4	3	0	0	0	0	0	0
sq2108;size=29;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	17	0	8	0	3	0
sq2109;size=29;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	19	0	0	0	0	1	0
sq2110;size=29;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0
sq2111;size=29;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0
sq2112;size=28;	4	1	0	0	18	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0
sq2113;size=28;	2	0	0	0	9	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2114;size=28;	1	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2115;size=28;	1	1	0	0	0	0	0	10	0	0	0	0	0	6	0	1	2	0	0	0	5	0	2	0	0
sq2116;size=28;	0	12	0	0	0	0	0	0	0	0	7	2	0	0	5	0	0	0	0	0	0	0	0	2	0
sq2117;size=28;	0	4	0	0	9	0	0	0	8	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0
sq2118;size=28;	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	10	0	0	0	0	0	0
sq2119;size=28;	0	2	0	0	0	0	0	0	3	0	0	1	0	0	1	4	6	1	7	0	0	0	3	0	0
sq2120;size=28;	0	0	22	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0
sq2121;size=28;	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	11	0	0	0	0	0	13	0	2	0
sq2122;size=28;	0	0	0	0	2	0	0	10	0	0	0	0	0	0	1	0	9	3	0	0	0	0	3	0	0
sq2123;size=28;	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	11	0	0	1	0	4	0	0	0	0
sq2124;size=28;	0	0	0	0	0	0	0	0	5	0	0	0	0	0	6	16	1	0	0	0	0	0	0	0	0
sq2125;size=28;	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	10	7	0	0	8	0	0	0	0
sq2126;size=28;	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	9	0	15	0
sq2127;size=28;	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0
sq2128;size=28;	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	6	16	0	0	0	2	0
sq2129;size=28;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	3	0
sq2130;size=28;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	3	12	0	0	0	0	2	0
sq2131;size=27;	4	4	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	9	0	0	3	0
sq2132;size=27;	4	5	1	0	0	0	0	0	2	0	0	6	0	0	0	2	0	0	0	0	2	5	0	0	0
sq2133;size=27;	2	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	2	9	0	0	0	0	0	0
sq2134;size=27;	1	0	0	0	3	0	0	0	2	0	0	0	0	0	3	4	0	0	0	0	0	12	1	1	0
sq2135;size=27;	0	6	12	0	2	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
sq2136;size=27;	0	3	0	0	0	0	0	0	7	0	0	1	0	0	0	0	14	0	0	0	0	0	0	2	0
sq2137;size=27;	0	1	0	0	1	6	0	0	0	0	0	0	0	0	0	3	2	3	9	0	0	2	0	0	0
sq2138;size=27;	0	1	1	0	0	0	0	0	3	0	0	1	0	0	0	0	1	6	10	0	0	0	4	0	0
sq2139;size=27;	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	8	0	2	3	0	0	9	0	0	0
sq2140;size=27;	0	0	4	0	0	0	0	7	0	0	0	0	0	3	0	0	0	3	2	0	1	0	7	0	0
sq2141;size=27;	0	0	2	0	0	0	0	0	1	0	0	0	3	0	2	4	0	0	3	0	0	6	0	6	0
sq2142;size=27;	0	0	1	0	2	0	0	0	0	0	0	1	0	0	2	5	0	5	10	0	0	1	0	0	0
sq2143;size=27;	0	0	0	0	4	0	0	0	1	0	0	0	0	0	2	6	0	0	0	0	0	11	3	0	0
sq2144;size=27;	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	10	11	0	0	0	0	2	0
sq2145;size=27;	0	0	0	0	2	0	0	0	0	0	0	0	0	11	0	2	10	2	0	0	0	0	0	0	0
sq2146;size=27;	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2147;size=27;	0	0	0	0	0	0	0	7	0	0	0	0	0	4	0	0	16	0	0	0	0	0	0	0	0
sq2148;size=27;	0	0	0	0	0	0	0	4	0	0	12	0	0	0	0	5	0	1	0	0	5	0	0	0	0
sq2149;size=27;	0	0	0	0	0	0	0	1	0	0	25	0	0	0	0	1	0	0	0	0	0	0	0	0	0
sq2150;size=27;	0	0	0	0	0	0	0	0	4	0	0	0	17	0	0	0	0	0	0	0	0	5	0	1	0
sq2151;size=27;	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	12	0	0	5	0	0	0	0	3	0
sq2152;size=27;	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	24	1	0	0	0
sq2153;size=27;	0	0	0	0	0	0	0	0	1	0	0	1	0	2	1	4	6	5	6	0	1	0	0	0	0
sq2154;size=27;	0	0	0	0	0	0	0	0	0	0	1	0	26	0	0	0	0	0	0	0	0	0	0	0	0
sq2155;size=27;	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	2	7	2	0	2	1	1	5	0
sq2156;size=27;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	4	18	0	0	0	0	0	0
sq2157;size=27;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26	0	0	0	0	0	0
sq2158;size=27;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	23	0	1	0	0	0
sq2159;size=26;	13	2	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0
sq2160;size=26;	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	4	0
sq2161;size=26;	2	6	0	0	5	0	0	0	0	0	3	2	0	0	0	0	0	4	0	0	0	0	4	0	0
sq2162;size=26;	1	8	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	10	0	0	0	0	0	0	0
sq2163;size=26;	1	0	0	0	3	0	0	2	0	0	0	0	0	14	0	0	0	5	0	0	0	0	1	0	0
sq2164;size=26;	1	0	0	0	7	0	0	0	0	0	0	3	0	0	0	0	10	0	0	0	5	0	0	0	0
sq2165;size=26;	0	4	0	0	3	0	0	0	7	0	0	0	0	0	0	2	1	5	4	0	0	0	0	0	0
sq2166;size=26;	0	3	0	0	0	2	0	1	0	2	7	2	1	2	0	0	0	1	1	1	0	0	1	1	1
sq2167;size=26;	0	2	0	0	0	0	0	0	8	0	0	4	2	0	5	0	0	0	3	0	0	0	0	2	0
sq2168;size=26;	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	5	0	10	0
sq2169;size=26;	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	8	0
sq2170;size=26;	0	0	3	0	0	0	0	0	0	0	1	5	3	0	3	0	0	0	0	0	0	5	2	4	0
sq2171;size=26;	0	0	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	5	8	0	0	0	0	4	0
sq2172;size=26;	0	0	0	0	3	0	0	4	5	0	2	0	0	0	0	0	0	0	0	0	3	0	7	2	0
sq2173;size=26;	0	0	0	0	0	19	0	0	1	0	0	0	0	0	2	3	0	0	0	0	0	0	0	1	0
sq2174;size=26;	0	0	0	0	0	0	0	0	9	0	0	4	0	0	3	0	0	0	8	0	0	0	0	2	0
sq2175;size=26;	0	0	0	0	0	0	0	0	5	0	0	4	0	0	0	3	0	0	0	5	2	3	1	3	0
sq2176;size=26;	0	0	0	0	0	0	0	0	3	0	0	0	2	8	0	7	0	0	1	0	0	5	0	0	0
sq2177;size=26;	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	4	0	0	0	0	0	14	0	1	0
sq2178;size=26;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	17	0	0	6	0	0	0
sq2179;size=25;	15	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	1	0	0	0	0	2	0	0
sq2180;size=25;	8	3	1	0	0	0	0	1	1	0	2	1	0	0	3	0	1	0	0	0	2	0	2	0	0
sq2181;size=25;	3	1	0	0	0	0	0	0	0	0	0	1	14	0	0	0	4	0	2	0	0	0	0	0	0
sq2182;size=25;	1	5	0	0	0	0	0	0	2	0	0	0	0	6	0	0	4	4	0	0	0	0	2	1	0
sq2183;size=25;	1	2	0	0	0	0	0	0	0	0	0	0	13	1	0	3	2	0	1	0	0	0	1	1	0
sq2184;size=25;	0	3	0	0	1	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	1	0
sq2185;size=25;	0	1	0	0	0	0	0	1	1	5	0	1	0	2	2	1	2	0	1	4	0	0	0	4	0
sq2186;size=25;	0	0	4	0	0	1	0	0	5	0	2	1	0	0	0	6	0	0	5	1	0	0	0	0	0
sq2187;size=25;	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	14	0	0	0	0	0	0
sq2188;size=25;	0	0	3	0	0	0	0	0	0	0	1	21	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2189;size=25;	0	0	2	0	0	0	0	0	2	11	0	0	0	0	0	0	0	2	0	0	3	4	0	1	0
sq2190;size=25;	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	23	0	0	0	0	0	0	0	0	0
sq2191;size=25;	0	0	0	0	3	0	0	0	0	0	0	0	0	1	4	6	0	8	0	0	0	0	3	0	0
sq2192;size=25;	0	0	0	0	2	0	0	0	1	0	0	0	0	2	1	2	5	4	3	0	0	2	1	2	0
sq2193;size=25;	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	4	13	0	0	0	0	0
sq2194;size=25;	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	6	0	2	8	0	0	0	0	2	0
sq2195;size=25;	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	15	0
sq2196;size=25;	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	2	0	14	0
sq2197;size=25;	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	4	0	0	0	0	0	16	0	2	0
sq2198;size=25;	0	0	0	0	0	0	0	0	0	0	0	0	0	18	3	0	4	0	0	0	0	0	0	0	0
sq2199;size=25;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0
sq2200;size=24;	23	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2201;size=24;	8	0	0	0	0	0	0	12	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0
sq2202;size=24;	2	4	2	0	2	0	0	0	3	0	3	1	0	0	0	1	0	4	0	0	0	1	0	1	0
sq2203;size=24;	1	0	3	0	1	0	0	0	0	0	0	2	0	3	1	2	0	5	0	0	0	0	6	0	0
sq2204;size=24;	1	1	0	0	4	0	0	4	2	0	0	3	0	3	0	0	0	0	1	0	0	0	5	0	0
sq2205;size=24;	0	3	0	0	1	0	0	0	1	0	0	4	0	0	2	1	0	4	7	0	0	1	0	0	0
sq2206;size=24;	0	2	0	0	0	5	1	0	0	0	2	1	3	2	2	0	1	2	1	0	0	0	1	1	0
sq2207;size=24;	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
sq2208;size=24;	0	0	6	0	1	3	2	0	2	0	0	0	0	2	0	1	3	1	0	0	0	1	1	1	0
sq2209;size=24;	0	0	1	0	1	0	0	0	5	0	0	0	0	0	2	2	3	6	1	0	1	0	2	0	0
sq2210;size=24;	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	5	11	4	0	0	0	0	0	0
sq2211;size=24;	0	0	0	0	1	0	0	4	2	0	0	3	0	0	0	2	0	8	2	0	2	0	0	0	0
